fips,state,county,total_population,nonwhite_pct,female_pct,age29andunder_pct,age65andolder_pct,median_hh_inc,clf_unemploy_pct,college_pct
05035,Arkansas,Crittenden,47266,61.223712605255365,52.485930690136676,42.28620996064824,15.27736639444844,55358,10.229663786542508,16.987285064892284
05037,Arkansas,Cross,16543,28.404763344012572,51.961554736142176,36.7164359547845,18.878075318865985,50863,10.707850707850708,18.354210160055672
05039,Arkansas,Dallas,6242,47.93335469400834,50.81704581864787,30.951618071131048,25.472604934315925,42500,8.248175182481752,11.349557522123893
05041,Arkansas,Desha,10786,57.52827739662525,53.49527164843315,37.34470610050065,20.100129797886147,37662,7.985074626865671,12.627429658828326
05043,Arkansas,Drew,17046,35.31033673589113,51.39622198756307,41.03015370174821,18.22715006453127,42824,5.893882122357553,25.60832202623247
05045,Arkansas,Faulkner,127717,23.053313184619117,51.30170611586555,44.48037457816892,13.737403791194595,67289,3.388517306263144,34.95747585705875
05047,Arkansas,Franklin,17326,13.921274385316861,50.24241025049059,34.86090268959945,20.679903035899805,55886,4.87480021310602,14.508196721311476
05049,Arkansas,Fulton,12302,7.714192814176557,51.31685904730938,31.125020321898877,26.012030564135912,42241,4.595336076817558,15.962856511165155
05051,Arkansas,Garland,100035,20.75173689208777,51.749887539361225,32.09776578197631,24.693357324936272,57181,5.68949104513958,25.32957715661069
05053,Arkansas,Grant,18242,8.880605196798596,49.19416730621642,35.63753974344918,18.46836969630523,71549,4.543845155198867,21.51583534355303
05055,Arkansas,Greene,46432,11.64067884217781,50.65041350792557,38.585458304617504,16.223725017229498,57839,5.877180804294507,16.896573644396415
05057,Arkansas,Hempstead,19508,48.52368259175722,51.732622513840475,38.69181874102932,18.664137789624768,46787,5.577740564214865,16.335843029888206
05059,Arkansas,Hot Spring,33180,19.415310427968656,47.70042194092827,33.86980108499096,20.051235684147077,55405,3.722479721900348,17.523801604789423
05061,Arkansas,Howard,12583,37.14535484383692,51.73646984026067,39.31494874036398,18.84288325518557,45603,5.378120411160059,16.223692122669874
05063,Arkansas,Independence,38175,17.891290111329404,50.44662737393582,39.41322855271775,17.571709233791747,56609,3.8791106993978692,18.13678871453479
05065,Arkansas,Izard,14009,12.606181740309797,46.76993361410522,30.351916625026767,25.14811906631451,49405,7.172131147540983,19.719378081152826
05067,Arkansas,Jackson,16712,24.85639061752034,49.48539971278124,35.72881761608425,17.939205361416946,44218,9.776317847645863,14.723926380368098
05069,Arkansas,Jefferson,64802,63.298972253942786,50.12653930434246,37.90623746180673,18.596648251597173,51096,8.132463101683602,20.05360843319218
05071,Arkansas,Johnson,26003,23.301157558743224,50.33265392454717,38.98396338883975,17.005730108064455,45995,4.611467370803471,17.847206121029448
05073,Arkansas,Lafayette,6136,42.34028683181226,48.696219035202084,31.111473272490223,25.814863102998697,41278,5.299739357080799,9.012016021361816
05075,Arkansas,Lawrence,16238,8.25840620766104,50.763640842468284,38.26825963788644,18.94937800221702,44882,5.785123966942149,14.525854193312625
