municipality,party,votes,population,percentage_dutch
Gooise Meren,Piratenpartij - De Groenen,0.08333101858281713,58524,78
Gooise Meren,PartijvdSport,0.07499791672453543,58524,78
Gooise Meren,LP (Libertaire Partij),0.06388711424682648,58524,78
Gooise Meren,Nederland met een PLAN,0.05555401238854476,58524,78
Gooise Meren,Samen voor Nederland,0.03333240743312686,58524,78
Gooise Meren,LEF - Voor de Nieuwe Generatie,0.02777700619427238,58524,78
Gorinchem,PVV,23.594837056023437,37410,73.2
Gorinchem,VVD,16.32186012449652,37410,73.2
Gorinchem,PvdA/GL,13.781581838154525,37410,73.2
Gorinchem,NSC,11.927865250823874,37410,73.2
Gorinchem,D66,6.092090809227389,37410,73.2
Gorinchem,DENK,5.30483339436104,37410,73.2
Gorinchem,ChristenUnie,3.5472354448919807,37410,73.2
Gorinchem,SP,3.3916147931160747,37410,73.2
Gorinchem,CDA,2.888136213841084,37410,73.2
Gorinchem,SGP,2.4761991944342734,37410,73.2
Gorinchem,FvD,2.3846576345660933,37410,73.2
Gorinchem,BBB,2.357195166605639,37410,73.2
Gorinchem,PvdD,1.9727206151592824,37410,73.2
Gorinchem,Volt,1.4372024899304283,37410,73.2
Gorinchem,JA21,0.8833760527279385,37410,73.2
Gorinchem,50PLUS,0.5263639692420359,37410,73.2
Gorinchem,BVNL,0.3478579274990846,37410,73.2
Gorinchem,BIJ1,0.2883559135847675,37410,73.2
Gorinchem,Splinter,0.15104357378249728,37410,73.2
Gorinchem,Samen voor Nederland,0.06407909190772611,37410,73.2
Gorinchem,PartijvdSport,0.0595020139143171,37410,73.2
Gorinchem,Piratenpartij - De Groenen,0.0595020139143171,37410,73.2
Gorinchem,LP (Libertaire Partij),0.05492493592090809,37410,73.2
Gorinchem,LEF - Voor de Nieuwe Generatie,0.04577077993409008,37410,73.2
Gorinchem,Nederland met een PLAN,0.04119370194068107,37410,73.2
Gouda,PvdA/GL,19.85470479704797,73681,73.3
Gouda,PVV,18.955258302583022,73681,73.3
Gouda,VVD,12.608394833948338,73681,73.3
Gouda,NSC,11.17850553505535,73681,73.3
Gouda,D66,6.990313653136532,73681,73.3
Gouda,ChristenUnie,5.198339483394833,73681,73.3
Gouda,SGP,4.439575645756458,73681,73.3
Gouda,DENK,3.4640221402214024,73681,73.3
Gouda,CDA,3.385608856088561,73681,73.3
Gouda,PvdD,2.8551660516605164,73681,73.3
Gouda,SP,2.753690036900369,73681,73.3
Gouda,FvD,2.029520295202952,73681,73.3
Gouda,Volt,2.011070110701107,73681,73.3
Gouda,BBB,1.8565498154981548,73681,73.3
Gouda,JA21,0.7587638376383763,73681,73.3
Gouda,50PLUS,0.4543357933579336,73681,73.3
Gouda,BVNL,0.3805350553505535,73681,73.3
Gouda,BIJ1,0.35285977859778594,73681,73.3
Gouda,Splinter,0.11070110701107012,73681,73.3
Gouda,Piratenpartij - De Groenen,0.09225092250922508,73681,73.3
Gouda,LEF - Voor de Nieuwe Generatie,0.05535055350553505,73681,73.3
Gouda,LP (Libertaire Partij),0.05535055350553505,73681,73.3
Gouda,Samen voor Nederland,0.05304428044280442,73681,73.3
Gouda,Nederland met een PLAN,0.04843173431734318,73681,73.3
Gouda,PartijvdSport,0.03228782287822878,73681,73.3
Gouda,Politieke Partij voor Basisinkomen,0.02536900369003689,73681,73.3
's-Gravenhage,PVV,21.764939310011904,548320,43.9
's-Gravenhage,PvdA/GL,19.356567487184943,548320,43.9
's-Gravenhage,VVD,15.115427570886805,548320,43.9
's-Gravenhage,DENK,8.593555038271306,548320,43.9
's-Gravenhage,NSC,8.513780534202807,548320,43.9
's-Gravenhage,D66,8.349731425836303,548320,43.9
's-Gravenhage,PvdD,3.387348172754757,548320,43.9
's-Gravenhage,SP,2.6415588347195005,548320,43.9
's-Gravenhage,FvD,2.582239331694206,548320,43.9
's-Gravenhage,Volt,2.2750052160252663,548320,43.9
's-Gravenhage,CDA,1.917860897810906,548320,43.9
's-Gravenhage,BBB,1.287437765659326,548320,43.9
's-Gravenhage,ChristenUnie,1.1872082605476213,548320,43.9
's-Gravenhage,BIJ1,0.8272002421872123,548320,43.9
's-Gravenhage,JA21,0.46882862391025976,548320,43.9
's-Gravenhage,BVNL,0.40541812067632416,548320,43.9
's-Gravenhage,50PLUS,0.38128121944534216,548320,43.9
's-Gravenhage,SGP,0.37841751929929346,548320,43.9
's-Gravenhage,Splinter,0.14686690749021228,548320,43.9
's-Gravenhage,Piratenpartij - De Groenen,0.1165935059462688,548320,43.9
's-Gravenhage,Nederland met een PLAN,0.10022950511170475,548320,43.9
's-Gravenhage,LEF - Voor de Nieuwe Generatie,0.08427460429800482,548320,43.9
's-Gravenhage,LP (Libertaire Partij),0.04500100229505111,548320,43.9
's-Gravenhage,Samen voor Nederland,0.04213730214900241,548320,43.9
's-Gravenhage,Politieke Partij voor Basisinkomen,0.03109160158567168,548320,43.9
Groningen,PvdA/GL,30.48367189684212,233273,75
Groningen,PVV,13.192043587068442,233273,75
Groningen,NSC,11.622309050862944,233273,75
Groningen,VVD,10.619233680420596,233273,75
Groningen,D66,9.043362041336795,233273,75
Groningen,SP,4.3300670308014375,233273,75
Groningen,PvdD,4.143908243492966,233273,75
Groningen,Volt,3.843190202456205,233273,75
Groningen,ChristenUnie,2.582356511125204,233273,75
Groningen,BBB,2.271409965291274,233273,75
Groningen,CDA,2.053883763271485,233273,75
Groningen,FvD,1.9543263165790423,233273,75
Groningen,DENK,0.8707867083989662,233273,75
Groningen,JA21,0.6593976092574788,233273,75
Groningen,BIJ1,0.6396224999829525,233273,75
Groningen,SGP,0.51278904049806,233273,75
Groningen,BVNL,0.4098220922065613,233273,75
Groningen,50PLUS,0.2666230250461987,233273,75
Groningen,Splinter,0.13297056236319377,233273,75
Groningen,Piratenpartij - De Groenen,0.1241058582056475,233273,75
Groningen,LEF - Voor de Nieuwe Generatie,0.08114613805753874,233273,75
Groningen,Nederland met een PLAN,0.06887193230093624,233273,75
Groningen,LP (Libertaire Partij),0.05387012526508875,233273,75
Groningen,Samen voor Nederland,0.04023211886886375,233273,75
Gulpen-Wittem,PVV,28.085327783558796,14206,85.8
Gulpen-Wittem,PvdA/GL,15.317377731529657,14206,85.8
Gulpen-Wittem,NSC,15.317377731529657,14206,85.8
Gulpen-Wittem,VVD,13.20499479708637,14206,85.8
Gulpen-Wittem,BBB,9.521331945889695,14206,85.8
Gulpen-Wittem,CDA,4.0894901144641,14206,85.8
Gulpen-Wittem,D66,3.902185223725286,14206,85.8
Gulpen-Wittem,SP,2.8928199791883458,14206,85.8
Gulpen-Wittem,PvdD,2.195629552549428,14206,85.8
Gulpen-Wittem,FvD,1.9042663891779401,14206,85.8
Gulpen-Wittem,Volt,0.7908428720083247,14206,85.8
Gulpen-Wittem,JA21,0.7075962539021852,14206,85.8
Gulpen-Wittem,BVNL,0.5723204994797086,14206,85.8
Gulpen-Wittem,ChristenUnie,0.4578563995837669,14206,85.8
Gulpen-Wittem,50PLUS,0.3850156087408949,14206,85.8
Gulpen-Wittem,DENK,0.2497398543184183,14206,85.8
Gulpen-Wittem,Splinter,0.11446409989594172,14206,85.8
Gulpen-Wittem,BIJ1,0.07284079084287201,14206,85.8
Gulpen-Wittem,PartijvdSport,0.07284079084287201,14206,85.8
Gulpen-Wittem,SGP,0.06243496357960457,14206,85.8
Gulpen-Wittem,Piratenpartij - De Groenen,0.03121748178980228,14206,85.8
Gulpen-Wittem,LEF - Voor de Nieuwe Generatie,0.02081165452653486,14206,85.8
Gulpen-Wittem,LP (Libertaire Partij),0.02081165452653486,14206,85.8
Gulpen-Wittem,Samen voor Nederland,0.01040582726326743,14206,85.8
Haaksbergen,NSC,31.299638989169676,24229,87.4
Haaksbergen,PVV,23.405535499398315,24229,87.4
Haaksbergen,VVD,12.09987966305656,24229,87.4
Haaksbergen,BBB,9.452466907340554,24229,87.4
Haaksbergen,PvdA/GL,7.394705174488568,24229,87.4
Haaksbergen,D66,3.5740072202166067,24229,87.4
Haaksbergen,CDA,3.381468110709988,24229,87.4
Haaksbergen,SP,2.0938628158844765,24229,87.4
Haaksbergen,FvD,1.6064981949458483,24229,87.4
Haaksbergen,DENK,1.3778580024067388,24229,87.4
Haaksbergen,PvdD,0.9626955475330928,24229,87.4
Haaksbergen,Volt,0.9265944645006016,24229,87.4
Haaksbergen,JA21,0.7340553549939831,24229,87.4
Haaksbergen,ChristenUnie,0.5475330926594465,24229,87.4
Haaksbergen,BVNL,0.4452466907340554,24229,87.4
Haaksbergen,50PLUS,0.2527075812274368,24229,87.4
Haaksbergen,SGP,0.15042117930204574,24229,87.4
Haaksbergen,BIJ1,0.07220216606498195,24229,87.4
Haaksbergen,PartijvdSport,0.06016847172081829,24229,87.4
Haaksbergen,Splinter,0.05415162454873646,24229,87.4
Haaksbergen,Piratenpartij - De Groenen,0.0421179302045728,24229,87.4
Haaksbergen,Samen voor Nederland,0.02406738868832731,24229,87.4
Haaksbergen,LEF - Voor de Nieuwe Generatie,0.01805054151624548,24229,87.4
Haaksbergen,LP (Libertaire Partij),0.01805054151624548,24229,87.4
Haaksbergen,Nederland met een PLAN,0.00601684717208182,24229,87.4
Haarlem,PvdA/GL,27.62712237177795,162543,68.6
Haarlem,PVV,15.054543855018917,162543,68.6
Haarlem,VVD,14.133016627078383,162543,68.6
Haarlem,D66,10.650347497140848,162543,68.6
Haarlem,NSC,9.200976510952758,162543,68.6
Haarlem,PvdD,4.154570247206827,162543,68.6
Haarlem,SP,3.462874989003254,162543,68.6
Haarlem,Volt,3.2319433447699484,162543,68.6
Haarlem,DENK,3.164863200492654,162543,68.6
Haarlem,FvD,2.087182194070555,162543,68.6
Haarlem,CDA,1.7913697545526523,162543,68.6
Haarlem,BBB,1.6440133720418757,162543,68.6
Haarlem,ChristenUnie,0.817058150787367,162543,68.6
Haarlem,JA21,0.5762294360869182,162543,68.6
Haarlem,BIJ1,0.5740300870942201,162543,68.6
Haarlem,BVNL,0.5278437582475587,162543,68.6
Haarlem,50PLUS,0.4915544998680391,162543,68.6
Haarlem,SGP,0.2111375032990235,162543,68.6
Haarlem,Splinter,0.17924694290490015,162543,68.6
Haarlem,Piratenpartij - De Groenen,0.136359637547286,162543,68.6
Haarlem,LEF - Voor de Nieuwe Generatie,0.07147884226269025,162543,68.6
Haarlem,Nederland met een PLAN,0.0626814462918976,162543,68.6
Haarlem,PartijvdSport,0.05938242280285036,162543,68.6
Haarlem,LP (Libertaire Partij),0.05168470132840679,162543,68.6
Haarlem,Samen voor Nederland,0.03848860737221783,162543,68.6
Haarlemmermeer,PVV,25.731149574211265,157789,70.5
Haarlemmermeer,VVD,21.863061027872828,157789,70.5
Haarlemmermeer,PvdA/GL,12.046111424869606,157789,70.5
Haarlemmermeer,NSC,11.90325902793927,157789,70.5
Haarlemmermeer,D66,6.340874611031749,157789,70.5
Haarlemmermeer,BBB,3.089598352214212,157789,70.5
Haarlemmermeer,DENK,2.7418801147248706,157789,70.5
Haarlemmermeer,CDA,2.709766009988594,157789,70.5
Haarlemmermeer,FvD,2.5591619326046757,157789,70.5
Haarlemmermeer,SP,2.523725679102577,157789,70.5
Haarlemmermeer,PvdD,1.9069133915816752,157789,70.5
Haarlemmermeer,Volt,1.421879671771702,157789,70.5
Haarlemmermeer,ChristenUnie,1.3919803328793063,157789,70.5
Haarlemmermeer,JA21,0.9180204422887392,157789,70.5
Haarlemmermeer,SGP,0.6533559239449409,157789,70.5
Haarlemmermeer,50PLUS,0.6478190093352381,157789,70.5
Haarlemmermeer,BVNL,0.6157049045989613,157789,70.5
Haarlemmermeer,BIJ1,0.4041947665083109,157789,70.5
Haarlemmermeer,Splinter,0.14728192861809686,157789,70.5
Haarlemmermeer,Piratenpartij - De Groenen,0.08526848498942449,157789,70.5
Haarlemmermeer,Nederland met een PLAN,0.07197988992613756,157789,70.5
Haarlemmermeer,Samen voor Nederland,0.07087250700419698,157789,70.5
Haarlemmermeer,PartijvdSport,0.06422820947255352,157789,70.5
Haarlemmermeer,LEF - Voor de Nieuwe Generatie,0.05758391194091004,157789,70.5
Haarlemmermeer,LP (Libertaire Partij),0.03432887058015791,157789,70.5
Halderberge,PVV,34.71874659993472,30430,83.6
Halderberge,VVD,19.76933957131977,30430,83.6
Halderberge,NSC,12.865847024262866,30430,83.6
Halderberge,PvdA/GL,7.735828527907736,30430,83.6
Halderberge,BBB,5.331302361005331,30430,83.6
Halderberge,D66,4.498966380154499,30430,83.6
Halderberge,CDA,3.5523882058535525,30430,83.6
Halderberge,SP,3.4163855946034163,30430,83.6
Halderberge,FvD,1.9475573931019476,30430,83.6
Halderberge,DENK,1.3382656947013385,30430,83.6
Halderberge,PvdD,1.126101621151126,30430,83.6
Halderberge,Volt,0.8595365031008596,30430,83.6
Halderberge,JA21,0.7072135785007072,30430,83.6
Halderberge,50PLUS,0.6854531607006854,30430,83.6
Halderberge,BVNL,0.5113698183005113,30430,83.6
Halderberge,ChristenUnie,0.4025677293004026,30430,83.6
Halderberge,Splinter,0.12512240235012512,30430,83.6
Halderberge,SGP,0.09792188010009792,30430,83.6
Halderberge,BIJ1,0.09248177565009248,30430,83.6
Halderberge,Samen voor Nederland,0.05984114895005985,30430,83.6
Halderberge,Nederland met een PLAN,0.04352083560004352,30430,83.6
Halderberge,LEF - Voor de Nieuwe Generatie,0.03264062670003264,30430,83.6
Halderberge,PartijvdSport,0.0272005222500272,30430,83.6
Halderberge,Piratenpartij - De Groenen,0.02176041780002176,30430,83.6
Halderberge,LP (Libertaire Partij),0.01632031335001632,30430,83.6
Halderberge,Politieke Partij voor Basisinkomen,0.01632031335001632,30430,83.6
Hardenberg,PVV,25.366876310272534,61357,92.8
Hardenberg,NSC,19.381189908190557,61357,92.8
Hardenberg,BBB,14.262994289019012,61357,92.8
Hardenberg,VVD,9.737584038169594,61357,92.8
Hardenberg,ChristenUnie,7.860430371816188,61357,92.8
Hardenberg,PvdA/GL,6.296537265958216,61357,92.8
Hardenberg,CDA,5.3856719439022624,61357,92.8
Hardenberg,D66,2.2313790693751656,61357,92.8
Hardenberg,SP,1.9012506325453624,61357,92.8
Hardenberg,SGP,1.9012506325453624,61357,92.8
Hardenberg,FvD,1.8940215426877756,61357,92.8
Hardenberg,PvdD,0.8506229065760621,61357,92.8
Hardenberg,Volt,0.6602568736596063,61357,92.8
Hardenberg,JA21,0.648208390563628,61357,92.8
Hardenberg,BVNL,0.554230222414998,61357,92.8
Hardenberg,50PLUS,0.3975999421672811,61357,92.8
Hardenberg,DENK,0.30121207739945544,61357,92.8
Hardenberg,Samen voor Nederland,0.09156847152943444,61357,92.8
Hardenberg,BIJ1,0.05783271886069544,61357,92.8
Hardenberg,Piratenpartij - De Groenen,0.0506036290031085,61357,92.8
Hardenberg,Splinter,0.04578423576471722,61357,92.8
Hardenberg,LP (Libertaire Partij),0.03855514590713029,61357,92.8
Hardenberg,PartijvdSport,0.033735752668739,61357,92.8
Hardenberg,LEF - Voor de Nieuwe Generatie,0.02891635943034772,61357,92.8
Hardenberg,Nederland met een PLAN,0.02168726957276079,61357,92.8
Harderwijk,PVV,21.46647531956079,48726,80.6
Harderwijk,VVD,16.717284651069654,48726,80.6
Harderwijk,NSC,13.486633514668087,48726,80.6
Harderwijk,PvdA/GL,11.333978573574074,48726,80.6
Harderwijk,ChristenUnie,6.751660381136736,48726,80.6
Harderwijk,CDA,5.319894536595134,48726,80.6
Harderwijk,D66,5.209758702399626,48726,80.6
Harderwijk,BBB,4.4755198077629075,48726,80.6
Harderwijk,DENK,3.3674865667656775,48726,80.6
Harderwijk,SGP,2.579848479791743,48726,80.6
Harderwijk,FvD,2.176017087741548,48726,80.6
Harderwijk,SP,1.9857824650402165,48726,80.6
Harderwijk,PvdD,1.7254614023962889,48726,80.6
Harderwijk,Volt,1.2114941761505855,48726,80.6
Harderwijk,JA21,0.8276874812268464,48726,80.6
Harderwijk,50PLUS,0.45055568534525914,48726,80.6
Harderwijk,BVNL,0.4071688415712712,48726,80.6
Harderwijk,BIJ1,0.18022227413810368,48726,80.6
Harderwijk,Splinter,0.12348563227981178,48726,80.6
Harderwijk,Piratenpartij - De Groenen,0.06341154090044387,48726,80.6
Harderwijk,Samen voor Nederland,0.05339919233721589,48726,80.6
Harderwijk,Nederland met een PLAN,0.04338684377398792,48726,80.6
Harderwijk,LEF - Voor de Nieuwe Generatie,0.02669959616860794,48726,80.6
Harderwijk,LP (Libertaire Partij),0.01668724760537997,48726,80.6
Hardinxveld-Giessendam,PVV,22.74652660115215,18413,92.2
Hardinxveld-Giessendam,SGP,20.509996611318197,18413,92.2
Hardinxveld-Giessendam,NSC,11.682480515079634,18413,92.2
Hardinxveld-Giessendam,VVD,11.047102677058623,18413,92.2
Hardinxveld-Giessendam,ChristenUnie,10.886140291426637,18413,92.2
Hardinxveld-Giessendam,PvdA/GL,5.18468315825144,18413,92.2
Hardinxveld-Giessendam,CDA,5.074550999661131,18413,92.2
Hardinxveld-Giessendam,BBB,3.2870213486953577,18413,92.2
Hardinxveld-Giessendam,FvD,2.609284988139614,18413,92.2
Hardinxveld-Giessendam,D66,1.5672653337851574,18413,92.2
Hardinxveld-Giessendam,SP,1.5249068112504236,18413,92.2
Hardinxveld-Giessendam,PvdD,0.8471704506946797,18413,92.2
Hardinxveld-Giessendam,JA21,0.753981701118265,18413,92.2
Hardinxveld-Giessendam,DENK,0.626906133514063,18413,92.2
Hardinxveld-Giessendam,BVNL,0.5083022704168079,18413,92.2
Hardinxveld-Giessendam,Volt,0.48288715689596745,18413,92.2
Hardinxveld-Giessendam,50PLUS,0.4574720433751271,18413,92.2
Hardinxveld-Giessendam,BIJ1,0.04235852253473399,18413,92.2
Hardinxveld-Giessendam,Piratenpartij - De Groenen,0.04235852253473399,18413,92.2
Hardinxveld-Giessendam,LEF - Voor de Nieuwe Generatie,0.03388681802778719,18413,92.2
Hardinxveld-Giessendam,LP (Libertaire Partij),0.02541511352084039,18413,92.2
Hardinxveld-Giessendam,Splinter,0.02541511352084039,18413,92.2
Hardinxveld-Giessendam,PartijvdSport,0.01694340901389359,18413,92.2
Hardinxveld-Giessendam,Nederland met een PLAN,0.00847170450694679,18413,92.2
Hardinxveld-Giessendam,Samen voor Nederland,0.00847170450694679,18413,92.2
Harlingen,PVV,28.05925925925926,15807,87.3
Harlingen,NSC,14.864197530864198,15807,87.3
Harlingen,PvdA/GL,14.360493827160496,15807,87.3
Harlingen,VVD,13.432098765432098,15807,87.3
Harlingen,BBB,5.08641975308642,15807,87.3
Harlingen,CDA,4.444444444444445,15807,87.3
Harlingen,SP,4.355555555555555,15807,87.3
Harlingen,D66,3.990123456790123,15807,87.3
Harlingen,FvD,2.9629629629629632,15807,87.3
Harlingen,PvdD,2.034567901234568,15807,87.3
Harlingen,ChristenUnie,1.88641975308642,15807,87.3
Harlingen,Volt,0.9481481481481482,15807,87.3
Harlingen,JA21,0.7308641975308642,15807,87.3
Harlingen,50PLUS,0.7111111111111111,15807,87.3
Harlingen,BVNL,0.6913580246913581,15807,87.3
Harlingen,SGP,0.4345679012345679,15807,87.3
Harlingen,DENK,0.35555555555555557,15807,87.3
Harlingen,BIJ1,0.19753086419753088,15807,87.3
Harlingen,Splinter,0.14814814814814814,15807,87.3
Harlingen,Piratenpartij - De Groenen,0.10864197530864196,15807,87.3
Harlingen,Samen voor Nederland,0.07901234567901234,15807,87.3
Harlingen,Nederland met een PLAN,0.03950617283950617,15807,87.3
Harlingen,LEF - Voor de Nieuwe Generatie,0.02962962962962963,15807,87.3
Harlingen,Politieke Partij voor Basisinkomen,0.02962962962962963,15807,87.3
Harlingen,LP (Libertaire Partij),0.01975308641975308,15807,87.3
Hattem,PVV,18.563509847859414,12228,91.6
Hattem,NSC,17.301568581200613,12228,91.6
Hattem,VVD,13.079372567519751,12228,91.6
Hattem,PvdA/GL,12.819908008019814,12228,91.6
Hattem,ChristenUnie,10.496520816133978,12228,91.6
Hattem,CDA,5.967684868498644,12228,91.6
Hattem,D66,5.720014152612336,12228,91.6
Hattem,BBB,5.189291189998821,12228,91.6
Hattem,SGP,2.276211817431301,12228,91.6
Hattem,SP,2.0403349451586275,12228,91.6
Hattem,PvdD,1.6983134803632505,12228,91.6
Hattem,FvD,1.5803750442269136,12228,91.6
Hattem,Volt,1.2147658922042694,12228,91.6
Hattem,JA21,0.6014860242953178,12228,91.6
Hattem,BVNL,0.44816605731808,12228,91.6
Hattem,DENK,0.35381530840901054,12228,91.6
Hattem,50PLUS,0.25946455949994107,12228,91.6
Hattem,BIJ1,0.09435074890906948,12228,91.6
Hattem,Piratenpartij - De Groenen,0.08255690529543579,12228,91.6
Hattem,Samen voor Nederland,0.08255690529543579,12228,91.6
Hattem,Splinter,0.05896921806816842,12228,91.6
Hattem,Nederland met een PLAN,0.03538153084090105,12228,91.6
Hattem,LP (Libertaire Partij),0.02358768722726736,12228,91.6
Hattem,LEF - Voor de Nieuwe Generatie,0.01179384361363368,12228,91.6
Heemskerk,PVV,26.995489717383208,39191,78.9
Heemskerk,VVD,16.93631811975007,39191,78.9
Heemskerk,PvdA/GL,13.390160135722263,39191,78.9
Heemskerk,NSC,12.92258037820168,39191,78.9
Heemskerk,D66,6.41370463855671,39191,78.9
Heemskerk,BBB,3.997186245706956,39191,78.9
Heemskerk,SP,3.819257665411512,39191,78.9
Heemskerk,CDA,2.9751313774982413,39191,78.9
Heemskerk,FvD,2.946166259775727,39191,78.9
Heemskerk,DENK,2.193073198990359,39191,78.9
Heemskerk,PvdD,2.151694459386767,39191,78.9
Heemskerk,Volt,1.2620515579095462,39191,78.9
Heemskerk,JA21,0.8730914056357844,39191,78.9
Heemskerk,50PLUS,0.839988413952911,39191,78.9
Heemskerk,ChristenUnie,0.7199900691024951,39191,78.9
Heemskerk,BVNL,0.6206810940538752,39191,78.9
Heemskerk,BIJ1,0.23585881574047257,39191,78.9
Heemskerk,SGP,0.18206645425580337,39191,78.9
Heemskerk,Splinter,0.15723921049364836,39191,78.9
Heemskerk,LEF - Voor de Nieuwe Generatie,0.08689535316754252,39191,78.9
Heemskerk,PartijvdSport,0.06620598336574668,39191,78.9
Heemskerk,Piratenpartij - De Groenen,0.06620598336574668,39191,78.9
Heemskerk,Nederland met een PLAN,0.06206810940538751,39191,78.9
Heemskerk,Samen voor Nederland,0.06206810940538751,39191,78.9
Heemskerk,LP (Libertaire Partij),0.024827243762155,39191,78.9
Heemstede,VVD,29.32882443973176,27545,79.4
Heemstede,PvdA/GL,18.98893792629105,27545,79.4
Heemstede,D66,13.205708717831149,27545,79.4
Heemstede,PVV,11.526336906058347,27545,79.4
Heemstede,NSC,9.543187940620165,27545,79.4
Heemstede,Volt,3.370206912363157,27545,79.4
Heemstede,CDA,3.3014271794577867,27545,79.4
Heemstede,PvdD,2.711067805353356,27545,79.4
Heemstede,SP,1.7252249670430448,27545,79.4
Heemstede,FvD,1.473032613056686,27545,79.4
Heemstede,BBB,1.4099845245600964,27545,79.4
Heemstede,ChristenUnie,0.8826732389522554,27545,79.4
Heemstede,JA21,0.6877973290537055,27545,79.4
Heemstede,DENK,0.4814581303375938,27545,79.4
Heemstede,BVNL,0.4527999082936895,27545,79.4
Heemstede,50PLUS,0.2579239983951396,27545,79.4
Heemstede,BIJ1,0.16048604344586462,27545,79.4
Heemstede,SGP,0.16048604344586462,27545,79.4
Heemstede,Splinter,0.1146328881756176,27545,79.4
Heemstede,PartijvdSport,0.05731644408780879,27545,79.4
Heemstede,Piratenpartij - De Groenen,0.05158479967902792,27545,79.4
Heemstede,LP (Libertaire Partij),0.04012151086146615,27545,79.4
Heemstede,LEF - Voor de Nieuwe Generatie,0.02292657763512351,27545,79.4
Heemstede,Nederland met een PLAN,0.02292657763512351,27545,79.4
Heemstede,Samen voor Nederland,0.02292657763512351,27545,79.4
Heerde,PVV,23.7556916313393,18776,93.5
Heerde,NSC,16.43900141309468,18776,93.5
Heerde,VVD,12.26252158894646,18776,93.5
Heerde,BBB,8.894645941278066,18776,93.5
Heerde,PvdA/GL,8.549222797927461,18776,93.5
Heerde,ChristenUnie,8.525671219971738,18776,93.5
Heerde,CDA,6.515936567750039,18776,93.5
Heerde,D66,3.642644057151829,18776,93.5
Heerde,SGP,3.477783011461768,18776,93.5
Heerde,FvD,2.080389386088868,18776,93.5
Heerde,SP,1.8605746585021197,18776,93.5
Heerde,PvdD,1.3659915214319358,18776,93.5
Heerde,JA21,0.659444182760245,18776,93.5
Heerde,Volt,0.659444182760245,18776,93.5
Heerde,BVNL,0.4082273512325325,18776,93.5
Heerde,DENK,0.3375726173653635,18776,93.5
Heerde,50PLUS,0.2276652535719893,18776,93.5
Heerde,BIJ1,0.09420631182289212,18776,93.5
Heerde,Splinter,0.06280420788192809,18776,93.5
Heerde,LEF - Voor de Nieuwe Generatie,0.05495368189668707,18776,93.5
Heerde,Piratenpartij - De Groenen,0.04710315591144606,18776,93.5
Heerde,Nederland met een PLAN,0.03925262992620505,18776,93.5
Heerde,LP (Libertaire Partij),0.03140210394096404,18776,93.5
Heerde,Samen voor Nederland,0.00785052598524101,18776,93.5
Heerenveen,PVV,22.59398841805313,50650,87.6
Heerenveen,PvdA/GL,16.71722278395686,50650,87.6
Heerenveen,NSC,14.753194227410606,50650,87.6
Heerenveen,VVD,14.005576492937465,50650,87.6
Heerenveen,BBB,7.494561387382419,50650,87.6
Heerenveen,D66,5.585684958789104,50650,87.6
Heerenveen,CDA,3.7534087079082026,50650,87.6
Heerenveen,SP,3.587952324049392,50650,87.6
Heerenveen,FvD,2.730030333670374,50650,87.6
Heerenveen,ChristenUnie,1.9854766063057268,50650,87.6
Heerenveen,PvdD,1.957900542329258,50650,87.6
Heerenveen,Volt,1.0295063884548212,50650,87.6
Heerenveen,DENK,0.9375861751999264,50650,87.6
Heerenveen,BVNL,0.7506817415816405,50650,87.6
Heerenveen,JA21,0.6342494714587738,50650,87.6
Heerenveen,SGP,0.4933051444679352,50650,87.6
Heerenveen,50PLUS,0.43202500229800533,50650,87.6
Heerenveen,BIJ1,0.1409443269908386,50650,87.6
Heerenveen,Splinter,0.10724024879737722,50650,87.6
Heerenveen,Piratenpartij - De Groenen,0.08885620614639826,50650,87.6
Heerenveen,LP (Libertaire Partij),0.05515212795293685,50650,87.6
Heerenveen,Nederland met een PLAN,0.05208812084444036,50650,87.6
Heerenveen,Samen voor Nederland,0.04289609951895089,50650,87.6
Heerenveen,LEF - Voor de Nieuwe Generatie,0.0367680853019579,50650,87.6
Heerenveen,Politieke Partij voor Basisinkomen,0.03370407819346141,50650,87.6
Heerlen,PVV,36.95512036810634,86936,70.5
Heerlen,PvdA/GL,15.253295396447864,86936,70.5
Heerlen,NSC,12.641429746371175,86936,70.5
Heerlen,VVD,9.851734945650966,86936,70.5
Heerlen,SP,5.923933580812235,86936,70.5
Heerlen,FvD,3.718852112832596,86936,70.5
Heerlen,D66,3.465445573165581,86936,70.5
Heerlen,CDA,2.2562073487896503,86936,70.5
Heerlen,BBB,2.102829706359615,86936,70.5
Heerlen,PvdD,2.0872696556783072,86936,70.5
Heerlen,DENK,1.8071887434147644,86936,70.5
Heerlen,Volt,0.8580256518549804,86936,70.5
Heerlen,50PLUS,0.7335452464045169,86936,70.5
Heerlen,BVNL,0.5446017738457777,86936,70.5
Heerlen,JA21,0.4845844355035899,86936,70.5
Heerlen,ChristenUnie,0.42234423277835814,86936,70.5
Heerlen,BIJ1,0.233400760219619,86936,70.5
Heerlen,SGP,0.1600462355791673,86936,70.5
Heerlen,Splinter,0.1378175917487274,86936,70.5
Heerlen,Piratenpartij - De Groenen,0.11781181230133148,86936,70.5
Heerlen,PartijvdSport,0.07113166025740769,86936,70.5
Heerlen,LEF - Voor de Nieuwe Generatie,0.0689087958743637,86936,70.5
